"Grove_Road","Charleville_Mall","Guild_Street","North_Strand_Rd_S_B","North_Strand_Rd_N_B","Time","Day","Month","Year"
12,1,6,5,3,"04:00:00",25,1,2019
25,1,24,20,5,"05:00:00",25,1,2019
117,6,106,69,11,"06:00:00",25,1,2019
311,11,122,131,45,"07:00:00",25,1,2019
734,24,249,383,63,"08:00:00",25,1,2019
326,11,133,228,41,"09:00:00",25,1,2019
97,6,46,70,18,"10:00:00",25,1,2019
93,3,28,43,26,"11:00:00",25,1,2019
108,8,37,48,59,"12:00:00",25,1,2019
132,8,40,51,78,"13:00:00",25,1,2019
120,6,39,23,70,"14:00:00",25,1,2019
129,4,48,28,83,"15:00:00",25,1,2019
248,14,83,36,191,"16:00:00",25,1,2019
408,10,152,58,281,"17:00:00",25,1,2019
296,11,113,35,221,"18:00:00",25,1,2019
157,5,49,6,93,"19:00:00",25,1,2019
105,9,29,3,55,"20:00:00",25,1,2019
81,5,23,15,46,"21:00:00",25,1,2019
82,3,28,12,42,"22:00:00",25,1,2019
50,1,12,21,51,"23:00:00",25,1,2019
23,3,11,7,18,"00:00:00",26,1,2019
17,0,2,3,13,"01:00:00",26,1,2019
14,0,0,1,9,"02:00:00",26,1,2019
11,0,3,1,11,"03:00:00",26,1,2019
11,4,3,6,12,"04:00:00",26,1,2019
11,1,8,6,9,"05:00:00",26,1,2019
26,1,21,24,8,"06:00:00",26,1,2019
54,0,29,26,9,"07:00:00",26,1,2019
79,3,22,32,10,"08:00:00",26,1,2019
74,2,32,46,14,"09:00:00",26,1,2019
53,3,26,27,23,"10:00:00",26,1,2019
67,2,41,21,24,"11:00:00",26,1,2019
70,1,19,20,27,"12:00:00",26,1,2019
75,9,32,16,30,"13:00:00",26,1,2019
75,1,37,22,31,"14:00:00",26,1,2019
81,2,24,24,44,"15:00:00",26,1,2019
97,7,34,12,38,"16:00:00",26,1,2019
79,2,40,15,36,"17:00:00",26,1,2019
79,5,25,15,37,"18:00:00",26,1,2019
56,2,12,6,21,"19:00:00",26,1,2019
50,5,16,7,20,"20:00:00",26,1,2019
43,1,5,0,18,"21:00:00",26,1,2019
29,3,7,5,13,"22:00:00",26,1,2019
24,1,9,4,20,"23:00:00",26,1,2019
27,2,11,2,17,"00:00:00",27,1,2019
12,0,2,0,12,"01:00:00",27,1,2019
6,0,5,1,8,"02:00:00",27,1,2019
6,0,2,5,7,"03:00:00",27,1,2019
7,1,2,3,1,"04:00:00",27,1,2019
12,1,8,5,4,"05:00:00",27,1,2019
14,1,9,12,2,"06:00:00",27,1,2019
32,1,17,13,4,"07:00:00",27,1,2019
30,1,19,16,15,"08:00:00",27,1,2019
61,1,22,23,11,"09:00:00",27,1,2019
48,1,22,16,11,"10:00:00",27,1,2019
66,4,25,26,22,"11:00:00",27,1,2019
62,5,20,33,35,"12:00:00",27,1,2019
85,6,21,33,37,"13:00:00",27,1,2019
67,6,31,13,30,"14:00:00",27,1,2019
79,3,36,23,24,"15:00:00",27,1,2019
76,2,20,20,29,"16:00:00",27,1,2019
79,10,28,16,26,"17:00:00",27,1,2019
80,1,25,4,23,"18:00:00",27,1,2019
64,5,21,7,21,"19:00:00",27,1,2019
60,1,18,2,9,"20:00:00",27,1,2019
42,3,9,3,11,"21:00:00",27,1,2019
34,1,17,1,22,"22:00:00",27,1,2019
21,1,5,2,19,"23:00:00",27,1,2019
10,1,6,0,9,"00:00:00",28,1,2019
1,1,3,1,4,"01:00:00",28,1,2019
2,0,0,0,0,"02:00:00",28,1,2019
3,3,3,1,2,"03:00:00",28,1,2019
11,0,4,4,0,"04:00:00",28,1,2019
32,0,23,24,7,"05:00:00",28,1,2019
115,4,100,79,12,"06:00:00",28,1,2019
348,12,144,180,38,"07:00:00",28,1,2019
847,35,256,409,66,"08:00:00",28,1,2019
341,11,158,264,29,"09:00:00",28,1,2019
101,10,53,72,20,"10:00:00",28,1,2019
65,3,26,34,28,"11:00:00",28,1,2019
79,6,35,33,39,"12:00:00",28,1,2019
77,4,36,29,32,"13:00:00",28,1,2019
99,10,35,19,56,"14:00:00",28,1,2019
101,4,43,28,59,"15:00:00",28,1,2019
246,8,74,55,181,"16:00:00",28,1,2019
521,16,165,70,350,"17:00:00",28,1,2019
445,10,149,20,281,"18:00:00",28,1,2019
205,4,59,0,104,"19:00:00",28,1,2019
120,8,36,3,83,"20:00:00",28,1,2019
77,3,22,5,48,"21:00:00",28,1,2019
49,1,18,6,46,"22:00:00",28,1,2019
34,2,4,6,21,"23:00:00",28,1,2019
6,3,4,2,14,"00:00:00",29,1,2019
5,0,1,0,6,"01:00:00",29,1,2019
4,0,0,2,0,"02:00:00",29,1,2019
2,1,1,1,4,"03:00:00",29,1,2019
9,0,2,6,4,"04:00:00",29,1,2019
38,0,28,25,1,"05:00:00",29,1,2019
125,4,95,70,15,"06:00:00",29,1,2019
346,12,128,222,50,"07:00:00",29,1,2019
835,39,237,459,49,"08:00:00",29,1,2019
338,15,164,175,24,"09:00:00",29,1,2019
85,3,46,51,11,"10:00:00",29,1,2019
71,2,34,13,16,"11:00:00",29,1,2019
78,3,35,33,27,"12:00:00",29,1,2019
113,6,48,20,50,"13:00:00",29,1,2019
72,4,26,22,42,"14:00:00",29,1,2019
110,5,33,30,67,"15:00:00",29,1,2019
184,4,67,59,157,"16:00:00",29,1,2019
465,12,155,75,290,"17:00:00",29,1,2019
463,15,118,41,310,"18:00:00",29,1,2019
203,9,43,10,110,"19:00:00",29,1,2019
148,3,37,4,56,"20:00:00",29,1,2019
79,2,20,0,65,"21:00:00",29,1,2019
50,0,18,2,39,"22:00:00",29,1,2019
30,0,10,3,23,"23:00:00",29,1,2019
22,1,4,0,11,"00:00:00",30,1,2019
8,0,3,1,4,"01:00:00",30,1,2019
6,0,1,2,4,"02:00:00",30,1,2019
3,0,0,0,1,"03:00:00",30,1,2019
6,1,3,7,5,"04:00:00",30,1,2019
29,0,23,15,4,"05:00:00",30,1,2019
113,2,93,73,10,"06:00:00",30,1,2019
355,11,150,182,42,"07:00:00",30,1,2019
872,31,261,469,63,"08:00:00",30,1,2019
359,10,145,203,33,"09:00:00",30,1,2019
82,3,31,35,8,"10:00:00",30,1,2019
69,4,30,22,18,"11:00:00",30,1,2019
82,8,31,39,38,"12:00:00",30,1,2019
107,2,35,47,61,"13:00:00",30,1,2019
91,2,39,31,58,"14:00:00",30,1,2019
126,4,47,42,74,"15:00:00",30,1,2019
220,8,84,50,179,"16:00:00",30,1,2019
446,13,158,81,353,"17:00:00",30,1,2019
445,6,123,43,296,"18:00:00",30,1,2019
220,4,66,14,100,"19:00:00",30,1,2019
134,4,45,0,32,"20:00:00",30,1,2019
99,1,12,0,32,"21:00:00",30,1,2019
73,1,15,4,37,"22:00:00",30,1,2019
27,1,10,9,31,"23:00:00",30,1,2019
21,1,5,2,15,"00:00:00",31,1,2019
6,0,4,2,5,"01:00:00",31,1,2019
1,0,2,1,4,"02:00:00",31,1,2019
5,0,0,0,4,"03:00:00",31,1,2019
8,1,6,7,1,"04:00:00",31,1,2019
32,2,26,17,5,"05:00:00",31,1,2019
110,4,91,71,12,"06:00:00",31,1,2019
293,10,124,127,32,"07:00:00",31,1,2019
761,35,240,368,60,"08:00:00",31,1,2019
344,12,146,151,20,"09:00:00",31,1,2019
74,2,26,45,15,"10:00:00",31,1,2019
60,0,20,36,12,"11:00:00",31,1,2019
70,3,25,21,30,"12:00:00",31,1,2019
64,2,28,20,35,"13:00:00",31,1,2019
68,1,20,14,57,"14:00:00",31,1,2019
93,2,38,16,48,"15:00:00",31,1,2019
183,5,55,32,140,"16:00:00",31,1,2019
333,10,109,35,241,"17:00:00",31,1,2019
344,6,83,14,131,"18:00:00",31,1,2019
154,1,47,0,40,"19:00:00",31,1,2019
80,3,22,0,26,"20:00:00",31,1,2019
51,3,20,0,23,"21:00:00",31,1,2019
48,1,16,2,29,"22:00:00",31,1,2019
43,3,11,5,28,"23:00:00",31,1,2019
20,1,7,4,12,"00:00:00",1,2,2019
7,0,2,1,3,"01:00:00",1,2,2019
4,1,3,2,6,"02:00:00",1,2,2019
11,3,2,0,6,"03:00:00",1,2,2019
5,0,0,5,5,"04:00:00",1,2,2019
27,0,26,16,2,"05:00:00",1,2,2019
102,2,86,67,13,"06:00:00",1,2,2019
250,7,103,108,38,"07:00:00",1,2,2019
657,25,209,353,42,"08:00:00",1,2,2019
275,13,112,147,23,"09:00:00",1,2,2019
93,2,30,52,15,"10:00:00",1,2,2019
68,6,33,36,20,"11:00:00",1,2,2019
85,5,43,38,44,"12:00:00",1,2,2019
97,6,46,35,59,"13:00:00",1,2,2019
102,1,36,39,55,"14:00:00",1,2,2019
122,4,49,35,84,"15:00:00",1,2,2019
214,5,65,42,142,"16:00:00",1,2,2019
362,4,126,67,307,"17:00:00",1,2,2019
278,7,80,26,171,"18:00:00",1,2,2019
176,7,39,13,84,"19:00:00",1,2,2019
116,1,16,2,54,"20:00:00",1,2,2019
77,3,17,3,51,"21:00:00",1,2,2019
57,1,34,11,47,"22:00:00",1,2,2019
44,3,17,7,36,"23:00:00",1,2,2019
36,2,4,3,27,"00:00:00",2,2,2019
19,1,6,0,5,"01:00:00",2,2,2019
10,0,4,2,11,"02:00:00",2,2,2019
8,0,2,0,13,"03:00:00",2,2,2019
9,0,1,4,5,"04:00:00",2,2,2019
15,1,11,7,6,"05:00:00",2,2,2019
26,0,25,9,6,"06:00:00",2,2,2019
51,1,35,9,8,"07:00:00",2,2,2019
55,1,30,31,12,"08:00:00",2,2,2019
81,2,36,38,21,"09:00:00",2,2,2019
65,6,41,31,10,"10:00:00",2,2,2019
108,6,34,30,33,"11:00:00",2,2,2019
88,4,56,35,46,"12:00:00",2,2,2019
96,8,38,23,46,"13:00:00",2,2,2019
105,6,32,38,49,"14:00:00",2,2,2019
106,6,42,30,34,"15:00:00",2,2,2019
111,4,31,39,57,"16:00:00",2,2,2019
76,2,23,10,43,"17:00:00",2,2,2019
76,4,32,9,31,"18:00:00",2,2,2019
106,3,18,13,33,"19:00:00",2,2,2019
65,3,17,3,19,"20:00:00",2,2,2019
58,3,8,2,17,"21:00:00",2,2,2019
57,1,19,1,23,"22:00:00",2,2,2019
51,4,8,0,20,"23:00:00",2,2,2019
36,1,6,2,19,"00:00:00",3,2,2019
22,0,4,1,11,"01:00:00",3,2,2019
20,1,3,2,17,"02:00:00",3,2,2019
14,1,2,1,7,"03:00:00",3,2,2019
11,0,4,3,6,"04:00:00",3,2,2019
14,2,6,3,3,"05:00:00",3,2,2019
21,0,12,15,5,"06:00:00",3,2,2019
28,0,18,14,6,"07:00:00",3,2,2019
44,0,18,10,5,"08:00:00",3,2,2019
56,1,18,22,16,"09:00:00",3,2,2019
34,3,23,19,10,"10:00:00",3,2,2019
47,3,27,23,18,"11:00:00",3,2,2019
74,5,21,20,20,"12:00:00",3,2,2019
51,4,26,19,29,"13:00:00",3,2,2019
60,5,30,19,33,"14:00:00",3,2,2019
67,4,28,22,35,"15:00:00",3,2,2019
84,2,25,17,50,"16:00:00",3,2,2019
66,2,33,25,22,"17:00:00",3,2,2019
68,0,21,10,27,"18:00:00",3,2,2019
51,2,16,0,24,"19:00:00",3,2,2019
47,2,11,4,18,"20:00:00",3,2,2019
23,1,10,8,16,"21:00:00",3,2,2019
28,0,18,4,18,"22:00:00",3,2,2019
14,1,5,0,15,"23:00:00",3,2,2019
12,0,5,1,8,"00:00:00",4,2,2019
2,0,0,0,4,"01:00:00",4,2,2019
3,0,2,1,0,"02:00:00",4,2,2019
5,2,1,0,5,"03:00:00",4,2,2019
9,0,5,6,5,"04:00:00",4,2,2019
42,2,21,14,3,"05:00:00",4,2,2019
132,2,106,79,12,"06:00:00",4,2,2019
363,9,130,163,53,"07:00:00",4,2,2019
827,30,237,397,41,"08:00:00",4,2,2019
357,12,138,286,26,"09:00:00",4,2,2019
101,5,33,65,18,"10:00:00",4,2,2019
69,2,30,56,18,"11:00:00",4,2,2019
79,6,44,55,38,"12:00:00",4,2,2019
95,6,35,49,41,"13:00:00",4,2,2019
96,2,34,28,60,"14:00:00",4,2,2019
127,4,34,36,79,"15:00:00",4,2,2019
234,8,88,48,202,"16:00:00",4,2,2019
497,9,158,95,408,"17:00:00",4,2,2019
458,8,133,36,322,"18:00:00",4,2,2019
204,5,59,9,129,"19:00:00",4,2,2019
127,1,35,15,82,"20:00:00",4,2,2019
95,3,16,8,78,"21:00:00",4,2,2019
64,0,15,11,48,"22:00:00",4,2,2019
19,2,3,4,18,"23:00:00",4,2,2019
15,2,0,1,5,"00:00:00",5,2,2019
7,0,0,2,3,"01:00:00",5,2,2019
7,0,1,2,1,"02:00:00",5,2,2019
1,1,1,0,5,"03:00:00",5,2,2019
6,2,2,6,4,"04:00:00",5,2,2019
39,2,28,18,4,"05:00:00",5,2,2019
128,2,109,90,14,"06:00:00",5,2,2019
443,13,167,216,56,"07:00:00",5,2,2019
941,42,259,377,60,"08:00:00",5,2,2019
353,16,135,211,36,"09:00:00",5,2,2019
99,7,30,65,12,"10:00:00",5,2,2019
60,1,21,32,10,"11:00:00",5,2,2019
77,6,28,29,21,"12:00:00",5,2,2019
91,4,42,28,43,"13:00:00",5,2,2019
88,6,33,20,56,"14:00:00",5,2,2019
116,6,41,26,61,"15:00:00",5,2,2019
242,8,70,39,137,"16:00:00",5,2,2019
460,12,154,100,376,"17:00:00",5,2,2019
454,5,141,61,371,"18:00:00",5,2,2019
229,11,68,15,140,"19:00:00",5,2,2019
153,4,34,5,95,"20:00:00",5,2,2019
96,3,19,2,59,"21:00:00",5,2,2019
78,3,6,8,48,"22:00:00",5,2,2019
38,1,3,5,21,"23:00:00",5,2,2019
17,1,0,4,14,"00:00:00",6,2,2019
3,1,2,1,6,"01:00:00",6,2,2019
3,0,1,1,1,"02:00:00",6,2,2019
2,0,0,2,4,"03:00:00",6,2,2019
9,0,6,9,4,"04:00:00",6,2,2019
31,2,21,21,5,"05:00:00",6,2,2019
148,7,123,102,11,"06:00:00",6,2,2019
398,10,161,181,58,"07:00:00",6,2,2019
899,32,296,469,79,"08:00:00",6,2,2019
377,15,146,150,37,"09:00:00",6,2,2019
89,4,37,61,18,"10:00:00",6,2,2019
78,3,39,63,25,"11:00:00",6,2,2019
82,7,38,51,44,"12:00:00",6,2,2019
102,5,33,55,60,"13:00:00",6,2,2019
116,4,57,36,60,"14:00:00",6,2,2019
103,9,47,44,71,"15:00:00",6,2,2019
241,13,92,36,183,"16:00:00",6,2,2019
513,14,153,93,395,"17:00:00",6,2,2019
472,10,128,51,349,"18:00:00",6,2,2019
266,9,60,0,83,"19:00:00",6,2,2019
157,3,42,10,77,"20:00:00",6,2,2019
90,6,27,3,54,"21:00:00",6,2,2019
53,0,22,3,57,"22:00:00",6,2,2019
40,1,13,5,32,"23:00:00",6,2,2019
18,1,7,2,14,"00:00:00",7,2,2019
8,2,0,1,7,"01:00:00",7,2,2019
9,0,1,1,2,"02:00:00",7,2,2019
3,1,2,1,7,"03:00:00",7,2,2019
8,0,4,9,1,"04:00:00",7,2,2019
43,1,30,14,2,"05:00:00",7,2,2019
126,1,116,87,14,"06:00:00",7,2,2019
391,8,160,133,48,"07:00:00",7,2,2019
870,36,267,405,62,"08:00:00",7,2,2019
341,13,141,246,34,"09:00:00",7,2,2019
102,2,39,57,14,"10:00:00",7,2,2019
74,4,41,53,28,"11:00:00",7,2,2019
106,4,36,48,40,"12:00:00",7,2,2019
85,2,29,42,56,"13:00:00",7,2,2019
94,4,35,31,49,"14:00:00",7,2,2019
118,5,39,31,78,"15:00:00",7,2,2019
218,4,77,49,185,"16:00:00",7,2,2019
450,14,161,84,392,"17:00:00",7,2,2019
452,4,127,43,293,"18:00:00",7,2,2019
244,6,60,21,112,"19:00:00",7,2,2019
148,3,35,5,61,"20:00:00",7,2,2019
82,2,15,7,56,"21:00:00",7,2,2019
63,1,14,13,62,"22:00:00",7,2,2019
31,1,8,8,31,"23:00:00",7,2,2019
29,1,6,4,15,"00:00:00",8,2,2019
9,0,4,1,4,"01:00:00",8,2,2019
13,0,2,2,4,"02:00:00",8,2,2019
5,3,0,1,5,"03:00:00",8,2,2019
7,0,4,8,6,"04:00:00",8,2,2019
22,1,21,17,3,"05:00:00",8,2,2019
89,4,90,75,9,"06:00:00",8,2,2019
229,7,105,96,27,"07:00:00",8,2,2019
568,25,184,245,44,"08:00:00",8,2,2019
256,7,118,110,23,"09:00:00",8,2,2019
82,4,34,40,17,"10:00:00",8,2,2019
78,3,31,27,18,"11:00:00",8,2,2019
81,5,37,30,32,"12:00:00",8,2,2019
94,2,34,30,47,"13:00:00",8,2,2019
93,4,41,38,52,"14:00:00",8,2,2019
99,2,28,23,70,"15:00:00",8,2,2019
181,6,63,40,125,"16:00:00",8,2,2019
328,5,93,41,222,"17:00:00",8,2,2019
258,4,88,22,144,"18:00:00",8,2,2019
126,7,35,21,77,"19:00:00",8,2,2019
95,6,26,6,34,"20:00:00",8,2,2019
40,4,12,9,33,"21:00:00",8,2,2019
56,5,14,2,32,"22:00:00",8,2,2019
37,5,9,8,21,"23:00:00",8,2,2019
30,1,11,4,17,"00:00:00",9,2,2019
9,1,0,1,8,"01:00:00",9,2,2019
4,1,5,1,5,"02:00:00",9,2,2019
6,0,1,1,8,"03:00:00",9,2,2019
8,5,2,4,7,"04:00:00",9,2,2019
9,0,4,9,3,"05:00:00",9,2,2019
22,0,23,16,5,"06:00:00",9,2,2019
47,1,31,26,8,"07:00:00",9,2,2019
45,1,21,31,15,"08:00:00",9,2,2019
64,2,25,46,21,"09:00:00",9,2,2019
54,6,36,37,18,"10:00:00",9,2,2019
71,2,25,32,26,"11:00:00",9,2,2019
77,5,26,21,32,"12:00:00",9,2,2019
95,7,39,18,36,"13:00:00",9,2,2019
51,3,26,16,30,"14:00:00",9,2,2019
50,1,25,12,32,"15:00:00",9,2,2019
73,6,28,15,35,"16:00:00",9,2,2019
75,4,29,15,26,"17:00:00",9,2,2019
63,4,28,11,29,"18:00:00",9,2,2019
68,1,14,5,29,"19:00:00",9,2,2019
56,2,15,4,20,"20:00:00",9,2,2019
42,2,15,4,17,"21:00:00",9,2,2019
26,1,10,7,17,"22:00:00",9,2,2019
19,4,12,2,22,"23:00:00",9,2,2019
29,2,10,4,16,"00:00:00",10,2,2019
15,1,6,3,12,"01:00:00",10,2,2019
9,0,1,3,13,"02:00:00",10,2,2019
9,2,1,1,5,"03:00:00",10,2,2019
7,3,2,4,10,"04:00:00",10,2,2019
8,1,8,8,4,"05:00:00",10,2,2019
21,1,12,18,5,"06:00:00",10,2,2019
30,0,13,12,8,"07:00:00",10,2,2019
38,0,23,17,6,"08:00:00",10,2,2019
58,2,15,23,18,"09:00:00",10,2,2019
52,2,20,18,19,"10:00:00",10,2,2019
62,3,26,29,17,"11:00:00",10,2,2019
77,1,24,36,41,"12:00:00",10,2,2019
74,5,26,25,28,"13:00:00",10,2,2019
71,3,43,27,32,"14:00:00",10,2,2019
66,7,30,45,30,"15:00:00",10,2,2019
68,1,21,11,22,"16:00:00",10,2,2019
64,4,17,8,14,"17:00:00",10,2,2019
47,1,21,1,17,"18:00:00",10,2,2019
46,2,13,2,17,"19:00:00",10,2,2019
33,4,10,1,19,"20:00:00",10,2,2019
34,1,8,1,14,"21:00:00",10,2,2019
24,1,9,2,18,"22:00:00",10,2,2019
15,0,5,4,16,"23:00:00",10,2,2019
10,0,5,0,6,"00:00:00",11,2,2019
2,0,1,0,3,"01:00:00",11,2,2019
0,0,0,1,4,"02:00:00",11,2,2019
1,2,1,2,3,"03:00:00",11,2,2019
5,0,3,9,1,"04:00:00",11,2,2019
39,1,26,27,4,"05:00:00",11,2,2019
142,4,108,76,12,"06:00:00",11,2,2019
353,9,149,146,43,"07:00:00",11,2,2019
821,35,239,514,59,"08:00:00",11,2,2019
314,17,154,234,30,"09:00:00",11,2,2019
79,8,35,63,23,"10:00:00",11,2,2019
72,2,29,42,17,"11:00:00",11,2,2019
87,6,36,53,48,"12:00:00",11,2,2019
112,4,39,51,49,"13:00:00",11,2,2019
96,2,31,22,53,"14:00:00",11,2,2019
133,4,43,29,74,"15:00:00",11,2,2019
231,10,85,41,156,"16:00:00",11,2,2019
526,7,156,84,446,"17:00:00",11,2,2019
433,7,129,52,371,"18:00:00",11,2,2019
245,5,73,11,123,"19:00:00",11,2,2019
129,3,34,7,46,"20:00:00",11,2,2019
103,6,25,4,49,"21:00:00",11,2,2019
57,3,24,5,35,"22:00:00",11,2,2019
29,1,8,7,28,"23:00:00",11,2,2019
16,3,1,4,6,"00:00:00",12,2,2019
5,1,0,0,6,"01:00:00",12,2,2019
3,0,2,1,3,"02:00:00",12,2,2019
0,2,1,1,7,"03:00:00",12,2,2019
7,0,3,10,2,"04:00:00",12,2,2019
40,0,25,30,3,"05:00:00",12,2,2019
138,4,97,91,20,"06:00:00",12,2,2019
461,13,172,190,38,"07:00:00",12,2,2019
942,34,288,482,59,"08:00:00",12,2,2019
331,10,155,167,29,"09:00:00",12,2,2019
87,4,36,57,23,"10:00:00",12,2,2019
72,3,27,44,20,"11:00:00",12,2,2019
94,2,45,50,41,"12:00:00",12,2,2019
105,4,39,32,50,"13:00:00",12,2,2019
101,3,25,32,60,"14:00:00",12,2,2019
135,4,38,28,74,"15:00:00",12,2,2019
262,5,80,69,180,"16:00:00",12,2,2019
491,13,156,98,422,"17:00:00",12,2,2019
467,7,135,40,384,"18:00:00",12,2,2019
281,5,76,12,139,"19:00:00",12,2,2019
170,4,40,9,77,"20:00:00",12,2,2019
102,3,33,3,78,"21:00:00",12,2,2019
80,3,23,12,58,"22:00:00",12,2,2019
33,2,6,13,24,"23:00:00",12,2,2019
21,1,11,1,17,"00:00:00",13,2,2019
8,0,0,0,2,"01:00:00",13,2,2019
4,1,4,2,2,"02:00:00",13,2,2019
3,4,1,1,2,"03:00:00",13,2,2019
10,0,3,6,4,"04:00:00",13,2,2019
36,0,22,24,5,"05:00:00",13,2,2019
141,3,116,101,10,"06:00:00",13,2,2019
478,7,159,207,53,"07:00:00",13,2,2019
888,36,283,497,60,"08:00:00",13,2,2019
353,17,143,224,36,"09:00:00",13,2,2019
111,7,33,55,22,"10:00:00",13,2,2019
78,4,30,36,11,"11:00:00",13,2,2019
94,8,48,70,50,"12:00:00",13,2,2019
96,13,38,50,54,"13:00:00",13,2,2019
120,4,47,34,72,"14:00:00",13,2,2019
122,10,52,23,79,"15:00:00",13,2,2019
260,16,81,41,178,"16:00:00",13,2,2019
506,12,164,92,420,"17:00:00",13,2,2019
480,8,156,59,375,"18:00:00",13,2,2019
267,4,68,14,135,"19:00:00",13,2,2019
162,7,44,10,92,"20:00:00",13,2,2019
114,8,27,0,73,"21:00:00",13,2,2019
79,3,21,14,64,"22:00:00",13,2,2019
40,1,17,10,36,"23:00:00",13,2,2019
25,1,6,3,21,"00:00:00",14,2,2019
6,0,0,1,6,"01:00:00",14,2,2019
4,0,1,0,2,"02:00:00",14,2,2019
1,1,3,2,5,"03:00:00",14,2,2019
8,0,5,9,2,"04:00:00",14,2,2019
32,0,28,20,7,"05:00:00",14,2,2019
144,4,112,85,16,"06:00:00",14,2,2019
449,8,145,221,56,"07:00:00",14,2,2019
871,42,290,488,68,"08:00:00",14,2,2019
361,17,155,188,25,"09:00:00",14,2,2019
118,6,53,75,23,"10:00:00",14,2,2019
80,5,26,55,36,"11:00:00",14,2,2019
92,2,44,60,35,"12:00:00",14,2,2019
121,5,40,57,70,"13:00:00",14,2,2019
110,1,32,32,65,"14:00:00",14,2,2019
123,8,46,39,79,"15:00:00",14,2,2019
246,8,90,61,183,"16:00:00",14,2,2019
517,13,182,107,450,"17:00:00",14,2,2019
494,8,139,34,296,"18:00:00",14,2,2019
245,6,47,18,106,"19:00:00",14,2,2019
157,4,37,14,63,"20:00:00",14,2,2019
83,1,27,5,78,"21:00:00",14,2,2019
67,2,20,8,33,"22:00:00",14,2,2019
48,2,15,9,47,"23:00:00",14,2,2019
27,2,10,4,24,"00:00:00",15,2,2019
11,0,4,3,10,"01:00:00",15,2,2019
11,0,3,4,8,"02:00:00",15,2,2019
3,1,1,1,4,"03:00:00",15,2,2019
8,1,3,5,8,"04:00:00",15,2,2019
33,2,19,20,4,"05:00:00",15,2,2019
138,1,109,78,15,"06:00:00",15,2,2019
327,8,142,125,47,"07:00:00",15,2,2019
756,36,249,414,52,"08:00:00",15,2,2019
315,13,133,212,27,"09:00:00",15,2,2019
92,6,39,65,21,"10:00:00",15,2,2019
88,6,31,42,37,"11:00:00",15,2,2019
89,9,49,37,51,"12:00:00",15,2,2019
120,4,40,49,55,"13:00:00",15,2,2019
123,8,54,34,84,"14:00:00",15,2,2019
150,7,52,40,80,"15:00:00",15,2,2019
269,9,89,73,168,"16:00:00",15,2,2019
449,13,140,74,349,"17:00:00",15,2,2019
302,6,76,39,249,"18:00:00",15,2,2019
172,3,48,14,94,"19:00:00",15,2,2019
108,3,31,23,62,"20:00:00",15,2,2019
65,6,23,5,56,"21:00:00",15,2,2019
54,3,24,8,51,"22:00:00",15,2,2019
46,4,13,11,38,"23:00:00",15,2,2019
21,3,16,6,29,"00:00:00",16,2,2019
20,0,3,1,19,"01:00:00",16,2,2019
15,2,3,1,11,"02:00:00",16,2,2019
11,0,1,4,3,"03:00:00",16,2,2019
10,2,1,4,5,"04:00:00",16,2,2019
12,2,8,10,8,"05:00:00",16,2,2019
37,2,20,17,8,"06:00:00",16,2,2019
73,0,35,30,14,"07:00:00",16,2,2019
67,2,32,30,14,"08:00:00",16,2,2019
97,3,27,0,26,"09:00:00",16,2,2019
84,0,43,0,21,"10:00:00",16,2,2019
101,6,31,0,26,"11:00:00",16,2,2019
109,6,38,0,49,"12:00:00",16,2,2019
125,8,38,0,58,"13:00:00",16,2,2019
109,4,35,0,41,"14:00:00",16,2,2019
94,1,36,20,55,"15:00:00",16,2,2019
86,6,37,14,37,"16:00:00",16,2,2019
98,5,36,27,50,"17:00:00",16,2,2019
90,2,31,24,52,"18:00:00",16,2,2019
68,4,17,8,41,"19:00:00",16,2,2019
63,2,22,20,39,"20:00:00",16,2,2019
55,5,9,8,26,"21:00:00",16,2,2019
44,0,12,17,33,"22:00:00",16,2,2019
34,3,9,10,22,"23:00:00",16,2,2019
34,0,9,7,24,"00:00:00",17,2,2019
11,0,3,2,17,"01:00:00",17,2,2019
13,1,1,3,10,"02:00:00",17,2,2019
12,3,3,0,12,"03:00:00",17,2,2019
19,1,1,5,3,"04:00:00",17,2,2019
8,2,12,7,8,"05:00:00",17,2,2019
16,1,14,16,4,"06:00:00",17,2,2019
42,1,16,10,14,"07:00:00",17,2,2019
45,1,21,18,6,"08:00:00",17,2,2019
55,2,23,29,12,"09:00:00",17,2,2019
63,6,36,17,17,"10:00:00",17,2,2019
78,2,28,31,30,"11:00:00",17,2,2019
99,4,29,38,39,"12:00:00",17,2,2019
85,4,36,29,41,"13:00:00",17,2,2019
74,3,35,45,49,"14:00:00",17,2,2019
94,6,34,41,37,"15:00:00",17,2,2019
91,3,43,38,36,"16:00:00",17,2,2019
106,3,39,27,51,"17:00:00",17,2,2019
69,3,30,10,38,"18:00:00",17,2,2019
72,0,13,7,23,"19:00:00",17,2,2019
53,2,22,6,34,"20:00:00",17,2,2019
0,3,14,5,28,"21:00:00",17,2,2019
17,2,15,8,28,"22:00:00",17,2,2019
17,2,5,5,19,"23:00:00",17,2,2019
15,0,2,1,10,"00:00:00",18,2,2019
7,1,0,0,6,"01:00:00",18,2,2019
2,0,1,1,2,"02:00:00",18,2,2019
2,1,1,0,4,"03:00:00",18,2,2019
9,1,0,11,4,"04:00:00",18,2,2019
39,0,20,16,5,"05:00:00",18,2,2019
135,4,112,80,12,"06:00:00",18,2,2019
401,12,160,170,58,"07:00:00",18,2,2019
